doc_type,reference_number,reference_year,year_published,month_published,language,title_from_filename,title_from_ocr,source_file,drive_id,source_url
minutes,,,2024,03,mixed,محضر جلسة 13 مارس 2024,- البسيد عماد العبدل: المكلّف بتسيير الإدارة المركزيّة للشؤون القانونيّة ومراقبة الحملة»,محضر-جلسة-13-مارس-2024.pdf,1BqQKQgPOJ_xsTIPrNySA16Mm-oNAP7Lk,https://drive.google.com/uc?export=download&id=1BqQKQgPOJ_xsTIPrNySA16Mm-oNAP7Lk
decision,539,2024,2024,04,mixed,قرار عدد 539 لسنة 2024,بالتصريح بالنتائج النهائية لانتخابات أعضاء المجلس الوطني للجهات والأقاليم .,قرار-عدد-539-لسنة-2024.pdf,1KdQT-rloPG0SNXw967Mxq4loCW56pTAS,https://drive.google.com/uc?export=download&id=1KdQT-rloPG0SNXw967Mxq4loCW56pTAS
minutes,,,2024,04,mixed,محضر جلسة 23 أفريل 2024,"بالمقر المركزي للبيئة الكائن بمنطقة البحيرة2, وذلك بحضور السيدة والسادة الآتي ذكرهم:",محضر-جلسة-23-أفريل-2024.pdf,1JCIlqwoVaZcHtI_W-5OP1rR_0l0wyd0c,https://drive.google.com/uc?export=download&id=1JCIlqwoVaZcHtI_W-5OP1rR_0l0wyd0c
minutes,,,2024,04,mixed,محضر جلسة 28 مارس 2024,السيد عماد ‎RU; ua‏ بتسيير الإدارة المركزيّة للشؤون القانونيّة ومراقبة الحملة»,محضر-جلسة-28-مارس-2024.pdf,1kW058VYcMGbSpRIxcdN2V9a1zICoC8h3,https://drive.google.com/uc?export=download&id=1kW058VYcMGbSpRIxcdN2V9a1zICoC8h3
minutes,,,2024,04,mixed,محضر جلسة 3 أفريل 2024,الاجتماعات بالمقر المركزي للبيئة الكائن بمنطقة البحيرة 2 وذلك بحضور السيدة والسادة ‎M‏ ذكرهم:,محضر-جلسة-3-أفريل-2024.pdf,1_iHh8bSFf9O0Fb1l-Zc6G1EDi5dFwPA5,https://drive.google.com/uc?export=download&id=1_iHh8bSFf9O0Fb1l-Zc6G1EDi5dFwPA5
minutes,,,2024,05,mixed,محضر جلسة 6 ماي 2024,بالمقر المركزي للبيئة الكائن بمنطقة البحيرة 2 وذلك بحضور السيّدة والسادة الآتي ذكرهم:,محضر-جلسة-6-ماي-2024.pdf,1iYm4XgqrXxkbgPwuvbFYbugQ7zivowmK,https://drive.google.com/uc?export=download&id=1iYm4XgqrXxkbgPwuvbFYbugQ7zivowmK
decision,,,2024,06,mixed,قرار الهيئة عدد 541 بتاريخ 3 جوان 2024,المجالس المحلية بالمجالس الجهوية وقرعة التداول على رئاسة المجالس المحلية والمجالس الجهوية للفترة,قرار-الهيئة-عدد-541-بتاريخ-3-جوان-2024.pdf,17LVroBjS4_Qz8wilC74CetTTxxYJgYO2,https://drive.google.com/uc?export=download&id=17LVroBjS4_Qz8wilC74CetTTxxYJgYO2
guide,,,2024,07,mixed,دليل الترشحات للانتخابات الرئاسية لسنة 2024,,دليل-الترشحات-للانتخابات-الرئاسية-لسنة-2024.pdf,1bA9RRrOe-wcRcSJB1Zzw92MN3uKr1FXk,https://drive.google.com/uc?export=download&id=1bA9RRrOe-wcRcSJB1Zzw92MN3uKr1FXk
decision,543,2024,2024,07,mixed,قرار الهيئة عدد 543 لسنة 2024,في 4 جويلية 2024 يتعلّق بروزنامة الانتخابات الرئاسيّة لسنة,قرار-الهيئة-عدد-543-لسنة-2024.pdf,1qb4mqHFcnhbkwy1s-39hk03QakcwePo9,https://drive.google.com/uc?export=download&id=1qb4mqHFcnhbkwy1s-39hk03QakcwePo9
minutes,,,2024,07,mixed,محضر جلسة 4 جويلية 2024,- السيد عماد العبدل: ‎AR:‏ بتسيير الإدارة المركزة للشؤون القانونيّة ومراقبة الحملة»,محضر-جلسة-4-جويلية-2024.pdf,1W4fzK7FXEw8AyggOl34n_r2BUZxJeBBg,https://drive.google.com/uc?export=download&id=1W4fzK7FXEw8AyggOl34n_r2BUZxJeBBg
other,,,2024,08,fr,CCAO10 2024,(Exclusivement en ligne via TUNEPS),CCAO10-2024.pdf,1bOjlTyX5Ewdv5TcIm9SHfueT3OZHvICx,https://drive.google.com/uc?export=download&id=1bOjlTyX5Ewdv5TcIm9SHfueT3OZHvICx
guide,,,2024,08,mixed,الرئاسية 2024 دليل وسائل الاعلام في الفترة والحملة الانتخابية للانتخابات,في الفترة والحملة الانتخابية,الرئاسية-2024-دليل-وسائل-الاعلام-في-الفترة-والحملة-الانتخابية-للانتخابات.pdf,1Zu8BvBlC9VDWs6eglYunahCYIwD7zr1X,https://drive.google.com/uc?export=download&id=1Zu8BvBlC9VDWs6eglYunahCYIwD7zr1X
candidate_list,,,2024,08,mixed,بلاغ حول نشر قائمة المترشحين المقبولين أوليا لعضوية الهيئات الفرعية للانتخابات بالداخل والخارج,حول نشرقائمة المترشحين المقبولين ‎oi‏ لعضويّة الهيئات الفرعيّة,بلاغ-حول-نشر-قائمة-المترشّحين-المقبولين-أوّليّا-لعضويّة-الهيئات-الفرعيّة-للانتخابات-بالداخل-والخارج.pdf,15LKSlhUiqpthNMQfipu4A8mVaRNviKnz,https://drive.google.com/uc?export=download&id=15LKSlhUiqpthNMQfipu4A8mVaRNviKnz
candidate_list,,,2024,08,mixed,قائمة المترشحين المقبولين أوليا للانتخابات الرئاسية 2024,عملا بمقتضيات الفصل 45 من القانون الأسامسي عدد 16 لسنة 2014 المؤرخ في 26 ماي 2014 المتعلق,قائمة-المترشحين-المقبولين-أوليا-للانتخابات-الرئاسية-2024.pdf,10YLnEn5eUEUpdW-7kH76zOfyRrgKVz_v,https://drive.google.com/uc?export=download&id=10YLnEn5eUEUpdW-7kH76zOfyRrgKVz_v
other,,,2024,08,mixed,ماهر بن علي الأزرق,Era 2024 ‏الانتخابات الرئناسية‎ Ds,ماهر-بن-علي-الأزرق.pdf,1f_uPbqUcyMWHsfv3fa6jZ46ntrRolXb5,https://drive.google.com/uc?export=download&id=1f_uPbqUcyMWHsfv3fa6jZ46ntrRolXb5
minutes,,,2024,08,mixed,محضر جلسة 12 أوت 2024,"الاجتماعات بالمقرٌ المركزي للبيئة الكائن بالبحيرة 2, وذلك بحضور السيّدات والسادة الآتي ذكرهم:",محضر-جلسة-12-أوت-2024.pdf,1CyTQYyAw-TTjveTHMrP4CeidS3Bv_mOt,https://drive.google.com/uc?export=download&id=1CyTQYyAw-TTjveTHMrP4CeidS3Bv_mOt
other,,,2024,08,mixed,محمد وجيه بن عبد الحق دحلاب,Era 2024 ‏الانتخابات الرئناسية‎ Ds,محمد-وجيه-بن-عبد-الحق-دحلاب.pdf,13BUzi7SkYSR1NEGKr7IY20d78mlYx24J,https://drive.google.com/uc?export=download&id=13BUzi7SkYSR1NEGKr7IY20d78mlYx24J
polling_geography,,,2024,09,mixed,التوزيع الجغرافي وعناوين مراكز الاقتراع الخاصة بالانتخابات الرئاسية بالخارج,À Les adresses des centres de vote Éd 6,التوزيع-الجغرافي-وعناوين-مراكز-الاقتراع-الخاصة-بالانتخابات-الرئاسية-بالخارج.pdf,1Xy9GtGuGTOZUqv75FNGAbGp8urRSpVVb,https://drive.google.com/uc?export=download&id=1Xy9GtGuGTOZUqv75FNGAbGp8urRSpVVb
campaign_finance,,,2024,09,mixed,بلاغ حول إجراءات تمويل الحملة الانتخابية للانتخابات الرئاسية 2024,طبقا لأحكام القانون الأساسي عدد 16 لسنة 2014 المؤرخ في 26 ماي 2014 و المتعلق بالانتخابات و,بلاغ-حول-إجراءات-تمويل-الحملة-الانتخابيّة-للانتخابات-الرئاسية-2024.pdf,1FVPv93Q7_3ufN3NOaWGHQtnGGRu8ag31,https://drive.google.com/uc?export=download&id=1FVPv93Q7_3ufN3NOaWGHQtnGGRu8ag31
list,,,2024,09,mixed,بلاغ حول ضبط قائمة الأسعار المرجعية الدنيا للأنشطة ذات العلاقة بحملة الانتخابات الرئاسية 2024,حول ضبط قائمة الأسعار المرجعيّة الدنيا للأنشطة ذات العلاقة,بلاغ-حول-ضبط-قائمة-الأسعار-المرجعية-الدنيا-للأنشطة-ذات-العلاقة-بحملة-الانتخابات-الرئاسية-2024.pdf,10bNzAOm0UNMpKEsA1hAOY-zDwLYoFImZ,https://drive.google.com/uc?export=download&id=10bNzAOm0UNMpKEsA1hAOY-zDwLYoFImZ
decision,,,2024,09,mixed,قرار الهيئة عدد 545 سنة 2024,واتمام القرار ‎suc‏ 8 لسنة 2018 مؤرّخ في 20 فيفري 2018 المتعلّق بضبط القواعد والشروط التي,قرار-الهيئة-عدد-545-سنة-2024.pdf,1NvZFvozglyu3LYVaKahgXmTgRs7uLiIC,https://drive.google.com/uc?export=download&id=1NvZFvozglyu3LYVaKahgXmTgRs7uLiIC
decision,546,2024,2024,09,mixed,قرار الهيئة عدد 546 لسنة 2024,واتمام القرار عدد 20 لسنة 2014 مؤرخ في 8 أوت 2014 يتعلق بضبط قواعد تمويل الحملة,قرار-الهيئة-عدد-546-لسنة-2024.pdf,1ZUollrHtvR37MkVsEIASxfFlQXDqIL22,https://drive.google.com/uc?export=download&id=1ZUollrHtvR37MkVsEIASxfFlQXDqIL22
decision,547,2024,2024,09,mixed,قرار الهيئة عدد 547 لسنة 2024,على تمثيل المجالس المحلية بالمجالس الجهوية وقرعة التداول على ‎ut‏ المجالس المحليةوالمجالس,قرار-الهيئة-عدد-547-لسنة-2024.pdf,178rtzLL48tmSzVCdWxEgRuzQy6eXaTcG,https://drive.google.com/uc?export=download&id=178rtzLL48tmSzVCdWxEgRuzQy6eXaTcG
minutes,,,2024,09,mixed,محضر جلسة 21 أوت 2024,صباحا بقاعة الاجتماعات بالمقرٌ المركزي للهيئة الكائن بالبحيرة 2« وذلك بحضبور السيّدة والسادة الآتي ذكرهم:,محضر-جلسة-21-أوت-2024.pdf,1tQy8pMHFTb5F9Xsw8lSVSMV7PJ9qBF_z,https://drive.google.com/uc?export=download&id=1tQy8pMHFTb5F9Xsw8lSVSMV7PJ9qBF_z
decision,548,2024,2024,10,mixed,قرار عدد 548 لسنة 2024,التي نمّحته وتمّمته. وآخرها المرسوم ‎sue‏ 22 لسنة 2022 المؤرّخ في 21 أفريل 2022 وخاصّة الفصل 21 منه.,قرار-عدد-548-لسنة-2024.pdf,1hCSph7qA3aajGkccRATPHopYTMk8r-gT,https://drive.google.com/uc?export=download&id=1hCSph7qA3aajGkccRATPHopYTMk8r-gT
decision,551,2024,2024,10,mixed,قرار عدد 551 لسنة 2024,واتمام القرارعدد 20 لسنة 2014 مؤرّخ في 8 أوت 2014 يتعلق بضبط قواعد تمويل الحملة الانتخابية,قرار-عدد-551-لسنة-2024.pdf,1xazCXUmvNu5pLw8vthpERtAaX2OKfO0g,https://drive.google.com/uc?export=download&id=1xazCXUmvNu5pLw8vthpERtAaX2OKfO0g
